date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:21	145774/145774	------	200	untouched ('OK')	text/css	etag:W/%2263a1b336-2396e%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/flatsomeafc7.css	(from https://Erica itz ou.store/)
08:53:21	12752/12752	------	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2263a1b2dc-31d0%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.eot	(from https://Erica itz ou.store/)
08:53:21	12752/12752	------	200	untouched ('')	application/vnd.ms-fontobject	etag:W/%2263a1b2dc-31d0%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://Erica itz ou.store/)
08:53:21	86293/86293	------	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Mar%202024%2018:43:08%20GMT	https://Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1xlE92JQEk.woff	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1xlE92JQEk.1c.delayed	(from https://Erica itz ou.store/)
08:53:21	7068/7068	------	200	untouched ('')	font/woff2	etag:%2263a1b2dc-1b9c%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.woff2	(from https://Erica itz ou.store/)
08:53:21	12584/12584	------	200	untouched ('')	application/octet-stream	etag:%2263a1b2dc-3128%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.ttf	(from https://Erica itz ou.store/)
08:53:21	12660/12660	------	200	untouched ('')	font/woff	etag:%2263a1b2dc-3174%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.woff	(from https://Erica itz ou.store/)
08:53:21	36015/36015	------	200	untouched ('OK')	image/svg+xml	etag:W/%2263a1b2dc-8caf%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.svg	(from https://Erica itz ou.store/)
08:53:21	86291/86291	------	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Mar%202024%2018:43:09%20GMT	https://Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.woff	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJbedHFHGPezSQ.1d.delayed	(from https://Erica itz ou.store/)
08:53:21	24181/24181	------	200	untouched ('OK')	text/css	etag:W/%2263a1b336-5e75%22	https://Erica itz ou.store/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=3.16.4	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome/assets/css/flatsome-shopafc7.css	(from https://Erica itz ou.store/)
08:53:21	303/303	------	200	untouched ('OK')	text/css	etag:W/%2263a7b3a5-12f%22	https://Erica itz ou.store/wp-content/themes/flatsome-child/style.css?ver=3.0	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-content/themes/flatsome-child/style6aec.css	(from https://Erica itz ou.store/)
08:53:21	8171/8171	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-1feb%22	https://Erica itz ou.store/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://Erica itz ou.store/)
08:53:21	6607/6607	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-19cf%22	https://Erica itz ou.store/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://Erica itz ou.store/)
08:53:21	86291/86291	------	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Mar%202024%2018:43:09%20GMT	https://Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.woff	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJnedHFHGPezSQ.1e.delayed	(from https://Erica itz ou.store/)
08:53:21	16146/16146	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-3f12%22	https://Erica itz ou.store/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://Erica itz ou.store/)
08:53:21	4627/4627	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-1213%22	https://Erica itz ou.store/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/dist/hooks.min2ebd.js	(from https://Erica itz ou.store/)
08:53:21	12788/12788	------	200	untouched ('')	application/javascript	etag:W/12827-1705538370075.6816	https://stats.wp.com/w.js?ver=202410	F:/Develop/My%20Websites/Erica itz ou/stats.wp.com/wa0ef.js	(from https://Erica itz ou.store/)
08:53:21	87482/87482	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-155ba%22	https://Erica itz ou.store/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/jquery/jquery.min3088.js	(from https://Erica itz ou.store/)
08:53:21	86285/86285	------	404	error ('Not%20Found')	text/html	date:Tue,%2005%20Mar%202024%2018:43:10%20GMT	https://Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.woff	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/home/runcloud/webapps/wpsupover/wp-content/fonts/poppins/pxiEyp8kv8JHgFVrJJfedHFHGPc.1f.delayed	(from https://Erica itz ou.store/)
08:53:21	13577/13577	------	200	untouched ('')	application/javascript	etag:W/%2264d5cc13-3509%22	https://Erica itz ou.store/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://Erica itz ou.store/)
08:53:21	4720/4720	------	200	untouched ('')	application/javascript	etag:%2235ab241ff20b6bbd815f13029bf21e52%22	https://s.pinimg.com/ct/core.js	F:/Develop/My%20Websites/Erica itz ou/s.pinimg.com/ct/core.js	(from https://Erica itz ou.store/)
08:53:21	1110/1110	------	200	untouched ('')	image/png	etag:%2278e7fbeb2f0f20e9fbd4e49623b0d288%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-32x32.png	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-32x32.png	(from https://Erica itz ou.store/)
08:53:21	17516/17516	------	200	untouched ('')	image/png	etag:%22042ecb4921fee1ce7a497a5545cff1a5%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-192x192.png	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-192x192.png	(from https://Erica itz ou.store/)
08:53:21	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Tue,%2005%20Mar%202024%2018:43:12%20GMT	https://Erica itz ou.store/shop	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/shop.22.delayed	(from https://Erica itz ou.store/)
08:53:21	15573/15573	------	200	untouched ('')	image/png	etag:%226915ddc7386efc9a6849804f4670da47%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-180x180.png	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230410/cropped-logo-Erica itz ou-180x180.png	(from https://Erica itz ou.store/)
08:53:21	87304/87304	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:11%20GMT	https://Erica itz ou.store/about-us/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/about-us/index.html	(from https://Erica itz ou.store/)
08:53:21	86734/86734	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:11%20GMT	https://Erica itz ou.store/track-order/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/track-order/index.html	(from https://Erica itz ou.store/)
08:53:21	88129/88129	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:12%20GMT	https://Erica itz ou.store/shipping-policy/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/shipping-policy/index.html	(from https://Erica itz ou.store/)
08:53:21	1/1	------	400	error ('Bad%20Request')	text/html	date:Tue,%2005%20Mar%202024%2018:43:23%20GMT	https://Erica itz ou.store/wp-admin/admin-ajax.php	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/wp-admin/admin-ajax.2a.delayed	(from https://Erica itz ou.store/)
08:53:21	90360/90360	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:11%20GMT	https://Erica itz ou.store/returns-refunds/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/returns-refunds/index.html	(from https://Erica itz ou.store/)
08:53:21	86541/86541	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:12%20GMT	https://Erica itz ou.store/contact-us/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/contact-us/index.html	(from https://Erica itz ou.store/)
08:53:21	4690/4690	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:10%20GMT	https://Erica itz ou.store/cdn-cgi/l/email-protection	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/cdn-cgi/l/email-protection.html	(from https://Erica itz ou.store/)
08:53:21	95828/95828	------	200	untouched ('')	image/png	etag:%22af360c726d324f7dd2a2c39f309d5d93%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230357/logo-Voinov-Kirill.jpg	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03230357/logo-Voinov-Kirill.jpg	(from https://Erica itz ou.store/)
08:53:21	85720/85720	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:12%20GMT	https://Erica itz ou.store/my-account/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/my-account/index.html	(from https://Erica itz ou.store/)
08:53:21	139050/139050	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:12%20GMT	https://Erica itz ou.store/cart/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/cart/index.html	(from https://Erica itz ou.store/)
08:53:21	109396/109396	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:13%20GMT	https://Erica itz ou.store/shop/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/shop/index.html	(from https://Erica itz ou.store/)
08:53:21	110085/110085	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:13%20GMT	https://Erica itz ou.store/product-category/clothing/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/clothing/index.html	(from https://Erica itz ou.store/)
08:53:21	110693/110693	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:13%20GMT	https://Erica itz ou.store/product-category/clothing/womens-clothing/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/clothing/womens-clothing/index.html	(from https://Erica itz ou.store/)
08:53:21	110669/110669	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:14%20GMT	https://Erica itz ou.store/product-category/clothing/mens-clothing/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/clothing/mens-clothing/index.html	(from https://Erica itz ou.store/)
08:53:21	108763/108763	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:14%20GMT	https://Erica itz ou.store/product-category/shoes/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/shoes/index.html	(from https://Erica itz ou.store/)
08:53:21	109311/109311	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:14%20GMT	https://Erica itz ou.store/product-category/shoes/mens-shoes/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/shoes/mens-shoes/index.html	(from https://Erica itz ou.store/)
08:53:21	109335/109335	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:14%20GMT	https://Erica itz ou.store/product-category/shoes/womens-shoes/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/shoes/womens-shoes/index.html	(from https://Erica itz ou.store/)
08:53:21	108301/108301	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:15%20GMT	https://Erica itz ou.store/product-category/car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product-category/car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	312297/312297	------	200	untouched ('')	image/jpeg	etag:%221d19edd3a860bf982c802ec163efd411%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03231013/bn-fenittee2.jpg	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/03231013/bn-fenittee2.jpg	(from https://Erica itz ou.store/)
08:53:21	178031/178031	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:15%20GMT	https://Erica itz ou.store/product/all-this-girl-cares-about-cats-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/all-this-girl-cares-about-cats-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	177818/177818	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:15%20GMT	https://Erica itz ou.store/product/odeor-de-moi-funny-cats-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/odeor-de-moi-funny-cats-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	179350/179350	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:16%20GMT	https://Erica itz ou.store/product/support-your-local-street-cats-raccoon-sunset-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/support-your-local-street-cats-raccoon-sunset-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	179007/179007	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:16%20GMT	https://Erica itz ou.store/product/cat-daddy-retro-vintage-sunset-cat-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/cat-daddy-retro-vintage-sunset-cat-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	179055/179055	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:16%20GMT	https://Erica itz ou.store/product/cat-space-cat-by-vintageflyclothingc-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/cat-space-cat-by-vintageflyclothingc-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	179243/179243	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:18%20GMT	https://Erica itz ou.store/product/cat-and-piano-novelty-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/cat-and-piano-novelty-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	221030/221030	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:18%20GMT	https://Erica itz ou.store/product/vintage-cat-t-shirt-cool-cat-shirt-cat-crewneck-sweatshirt-retro-cat-tshirts-cat-mom-gift-cat-dad-outfit-cat-owner-gifts-cool-shirts/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/vintage-cat-t-shirt-cool-cat-shirt-cat-crewneck-sweatshirt-retro-cat-tshirts-cat-mom-gift-cat-dad-outfit-cat-owner-gifts-cool-shirts/index.html	(from https://Erica itz ou.store/)
08:53:21	179557/179557	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:18%20GMT	https://Erica itz ou.store/product/meowy-christmas-funny-cat-christmas-gift-shirt/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/meowy-christmas-funny-cat-christmas-gift-shirt/index.html	(from https://Erica itz ou.store/)
08:53:21	224781/224781	------	200	untouched ('')	image/jpeg	etag:%226cbf4337f185f04c14714cd39079430b%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170809/bn-hqp1.jpeg	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170809/bn-hqp1.jpg	(from https://Erica itz ou.store/)
08:53:21	675993/675993	------	200	untouched ('')	image/jpeg	etag:%22752f46fd636b8c1c0c3e47189b7f1fe0%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170814/bn-hqp2.jpeg	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170814/bn-hqp2.jpg	(from https://Erica itz ou.store/)
08:53:21	178772/178772	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:19%20GMT	https://Erica itz ou.store/product/kids-equestrian-sneakers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/kids-equestrian-sneakers/index.html	(from https://Erica itz ou.store/)
08:53:21	179446/179446	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:19%20GMT	https://Erica itz ou.store/product/cats-wool-string-sneakers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/cats-wool-string-sneakers/index.html	(from https://Erica itz ou.store/)
08:53:21	179258/179258	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:20%20GMT	https://Erica itz ou.store/product/meow-you-cats-casual-shoes/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/meow-you-cats-casual-shoes/index.html	(from https://Erica itz ou.store/)
08:53:21	178777/178777	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:21%20GMT	https://Erica itz ou.store/product/spiral-cat-high-tops-womens/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/spiral-cat-high-tops-womens/index.html	(from https://Erica itz ou.store/)
08:53:21	176988/176988	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:20%20GMT	https://Erica itz ou.store/product/steampunk-ii-high-top/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/steampunk-ii-high-top/index.html	(from https://Erica itz ou.store/)
08:53:21	178236/178236	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:22%20GMT	https://Erica itz ou.store/product/lab-womens-high-tops/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/lab-womens-high-tops/index.html	(from https://Erica itz ou.store/)
08:53:21	175655/175655	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:22%20GMT	https://Erica itz ou.store/product/red-black-sugar-skull-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/red-black-sugar-skull-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	174909/174909	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:22%20GMT	https://Erica itz ou.store/product/atlas-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/atlas-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	175367/175367	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:23%20GMT	https://Erica itz ou.store/product/victorian-flower-ii-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/victorian-flower-ii-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	175007/175007	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:23%20GMT	https://Erica itz ou.store/product/blue-rust-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/blue-rust-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	174807/174807	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:24%20GMT	https://Erica itz ou.store/product/victorian-purple-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/victorian-purple-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	174760/174760	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:25%20GMT	https://Erica itz ou.store/product/cogs-gears-car-seat-covers/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/product/cogs-gears-car-seat-covers/index.html	(from https://Erica itz ou.store/)
08:53:21	164887/164887	------	200	untouched ('')	image/jpeg	etag:%2296f5b64ad6a163392360c605e40dde8f%22	https://wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170252/bn-hemax1.jpeg	F:/Develop/My%20Websites/Erica itz ou/wpspace.nyc3.digitaloceanspaces.com/wp-content/uploads/2023/12/04170252/bn-hemax1.jpg	(from https://Erica itz ou.store/)
08:53:21	2600/2600	------	200	untouched ('')	image/png	etag:%22bcc195714244f0ccd98ba77c8ba63953%22	https://i.imgur.com/rIZxpTG.png	F:/Develop/My%20Websites/Erica itz ou/i.imgur.com/rIZxpTG.png	(from https://Erica itz ou.store/)
08:53:21	1016/1016	------	200	untouched ('')	image/png	etag:%2210cb4442a91b10265e55acaa52b0fcf9%22	https://i.imgur.com/owQLenP.png	F:/Develop/My%20Websites/Erica itz ou/i.imgur.com/owQLenP.png	(from https://Erica itz ou.store/)
08:53:21	94443/94443	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:26%20GMT	https://Erica itz ou.store/privacy-policies/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/privacy-policies/index.html	(from https://Erica itz ou.store/)
08:53:21	86085/86085	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:27%20GMT	https://Erica itz ou.store/cancellation-policy/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/cancellation-policy/index.html	(from https://Erica itz ou.store/)
08:53:21	89269/89269	------	200	untouched ('OK')	text/html	date:Tue,%2005%20Mar%202024%2018:43:27%20GMT	https://Erica itz ou.store/return-policy/	F:/Develop/My%20Websites/Erica itz ou/Erica itz ou.store/return-policy/index.html	(from https://Erica itz ou.store/)
